id;reg_num;expiration;mark;type;manufacturer;owner;group_name;how_to_use;atx_code;name;condition
1;DV/X 05918/03/19;07.08.2029;СУПРАСТИН®;Таблетки;Egis Pharmaceuticals PLC Венгрия;Egis Pharmaceuticals PLC Венгрия;Антигистаминные препараты системного действия. Этилендиамины замещенные. Хлоропирамин;Внутрь;R06AC03;Хлоропирамин;Без рецепта
2;DV/M 02485/03/19;19.04.2030;ДИАЗОЛИН;Таблетки;ООО Merrymed Farm Узбекистан;ООО Merrymed Farm1 Узбекистан;Антигистаминные средства системного действия. Другие антигистаминные средства системного действия. Мебгидролин;Внутрь;R06AX15;Мебгидролин;Без рецепта
3;DV/X 00913/10/15;29.12.2025;АЛЛЕРГОЗАН®;Таблетки, покрытые оболочкой;АО Софарма Болгария;АО Софарма Болгария;Антигистаминные препараты для системного применения;Внутрь;R06AC03;Хлоропирамин;Без рецепта
4;DV/M 03083/04/20;Бессрочно;МЕР ЛОРАТАД;Таблетки;ООО Merrymed Farm1 Узбекистан;ООО Merrymed Farm Узбекистан;Дыхательная система. Антигистаминные средства системного действия. Другие антигистаминные средства системного действия. Лоратадин.;Внутрь;R06AX13;Лоратадин;Без рецепта
5;DV/X 06593/07/19;31.01.2030;ДЕЗРАДИН®;Таблетки покрытые пленочной оболочкой;KRKA, d.d., Novo mesto Словения;KRKA, d.d., Novo mesto Словения;Антигистаминные средства для системного применения;Внутрь;R06AX27;Дезлоратадин;Без рецепта
6;DV/X 06177/05/19;19.05.2030;ЛОРАНЕКС;Таблетки покрытые оболочкой;GM Pharmaceuticals LTD Грузия;GM Pharmaceuticals LTD Грузия;Дыхательная система. Антигистаминные средства системного действия. Другие антигистаминные средства системного действия;Внутрь;R06AX27;Дезлоратадин;Без рецепта
7;DV/X 07446/01/20;25.07.2030;СУПРАСТИНЕКС;Таблетки покрытые оболочкой;Egis Pharmaceuticals PLC Венгрия;Egis Pharmaceuticals PLC Венгрия;Антигистаминные препараты системного применения, производные пиперазина;Внутрь;R06AE09;Левоцетиризин;Без рецепта
8;DV/X 05829/02/19;27.08.2029;Эдем®;Таблетки покрытые оболочкой;АО Фармак Украина;АО Фармак Украина;Антигистаминные средства для системного применения;Внутрь;R06AX27;Дезлоратадин;Без рецепта
9;DV/X 06251/05/19;30.09.2029;ЭРГОФЕРОН;Таблетки для рассасывания гомеопатические;"ООО ""НПФ ""Материа Медика Холдинг"" Российская Федерация";"ООО ""НПФ ""Материа Медика Холдинг"" Российская Федерация";Противовирусное средство, антигистаминное средство;Внутрь;J05AX;Другие противовирусные препараты;Без рецепта
10;DV/X 07008/11/19;01.07.2030;ЛОРДЕС;Сироп;АО Нобел Алматинская Фармацевтическая Фабрика Казахстан;АО Нобел Алматинская Фармацевтическая Фабрика Казахстан;Антигистаминные средства системного действия. Другие антигистаминные средства системного действия;Внутрь;R06AX27;Дезлоратадин;Без рецепта
11;DV/X 08539/02/21;02.02.2026;Алерголик;Таблетки покрытые оболочкой;ЧАО Технолог Украина;ЧАО Технолог Украина;Антигистаминные средства для системного применения;Внутрь;R06AE09;Левоцетиризин;Без рецепта
12;DV/X 08785/04/21;09.04.2026;АЛЛЕРГАСТИН;Таблетки диспергируемые в полости рта;S.A. LABORATORIOS NORMON Испания;LLP Vegapharm Великобритания;Антигистаминные средства для системного применения;Внутрь;R06AX22;Эбастин;Без рецепта
13;DV/X 08844/04/21;09.04.2026;ЛАМБРОТИН;Таблетки;LTD Lark Laboratories (India) Индия;Belinda Laboratories Pvt. Ltd. Индия;Муколитическое и антигистаминное лекарственное средство;Внутрь;R05CA10;Отхаркивающие препараты в комбинации;Без рецепта
14;DV/X 09133/07/21;16.07.2026;КЛАРИТИН®;Таблетки;GmbH Bayer Bitterfeld Германия;AG Bayer Consumer Care Швейцария;Антигистаминные средства для системного применения;Внутрь;R06AX13;Лоратадин;Без рецепта
15;DV/X 08971/05/21;25.05.2026;ЛАМБРОТИН;Сироп;LTD Lark Laboratories (India) Индия;Belinda Laboratories Pvt. Ltd. Индия;Муколитическое и антигистаминное лекарственное средство;Внутрь;R05CA10;Отхаркивающие препараты в комбинации;Без рецепта
16;DV/X 09836/04/22;27.04.2027;Алилорд;Таблетки;Hiral Labs LTD Индия;Alisha & Isha Pharmaceuticals Индия;Антигистаминные средства для системного применения;орально;R06AX27;Дезлоратадин;Без рецепта
17;DV/X 10080/08/22;30.08.2027;Лоратадин;Таблетки;MEDIPHARCO PHARMACEUTICAL JOINT STOCK COMPANY Вьетнам;ООО УКРФАРМЭКСПОРТ Украина;Антигистаминные средства для системного применения;орально;;;Без рецепта
18;DV/M 02855/11/19;30.05.2030;МЕР ЗОДЕК;Таблетки покрытые пленочной оболочкой;ООО Merrymed Farm Узбекистан;ООО Merrymed Farm Узбекистан;Антигистаминные средства системного действия. Производные пиперазина. Цетиризин;Внутрь;R06AE07;Цетиризин;Без рецепта
19;DV/X 10759/09/24;30.09.2029;Алледермин;Гель;Bilim İlaç Sanayii ve Ticaret A. Ş. Турция;Bilim İlaç Sanayii ve Ticaret A. Ş. Турция;Препараты для лечения зуда (включая антигистаминные препараты и анестетики). Антигистаминные препараты для наружного применения. Местные анестетики для наружного применения. Прочие препараты для лечения зуда.;Для наружного применения;D04AX;;Без рецепта
20;DV/X 10797/11/24;18.11.2029;Дезлоратадин;Таблетки покрытые оболочкой;ЧАО Технолог Украина;ЧАО Технолог Украина;Антигистаминные средства для системного применения. Прочие антигистаминные препараты для системного применения. Дезлоратадин;Внутрь;R06AX27;Дезлоратадин;Без рецепта
21;DV/X 10815/12/24;20.12.2029;Эслотин;Сироп;World Medicine Ilac San. ve Tic. A.S. Турция;World Medicine Ilac San. ve Tic.1 A.S. Турция;Антигистаминные средства системного действия. Другие антигистаминные средства системного действия;Внутрь;R06AX27;Дезлоратадин;Без рецепта
22;DV/X 04603/07/18;27.08.2029;Эслотин;Сироп;World Medicine Ilac San. ve Tic. A.S. Турция;World Medicine Ilac San. ve Tic. A.S. Турция;Другие антигистаминные препараты для системного применения.;Внутрь;R06AX27;Дезлоратадин;Без рецепта
23;DV/X 10934/05/25;19.05.2030;Эриус®;Таблетки покрытые пленочной оболочкой;GmbH Bayer Bitterfeld Германия;AG Bayer Consumer Care Швейцария;Антигистаминные средства для системного применения;Внутрь;R06AX27;Дезлоратадин;Без рецепта
24;DV/X 10963/06/25;16.06.2030;Эбастин Аристо;Таблетки, покрытые пленочной оболочкой;Laboratorios Medicamentos Internacionales S.A. Испания;GmbH Aristo Pharma Германия;Антигистаминные препараты для системного применения. Другие антигистаминные препараты для системного применения. Эбастин;Перорально;R06AX22;Эбастин;Без рецепта
25;DV/X 02528/12/16;23.12.2026;ФЕНКАРОЛ®;Таблетки;Olpha AS Латвия;Olpha AS Латвия;Антигистаминные средства для системного применения;Внутрь;R06AX31;Хифенадин;Без рецепта
1;DV/M 01455/04/17;29.06.2027;ГРИПП АКТИВ;Таблетки;ООО Nika Pharm Узбекистан;ООО Nika Pharm Узбекистан;"Средство для устранения симптомов ОРЗ и ""простуды""";Внутрь;N02BE51;Парацетамол в комбинации со средствами (исключая психотропные препараты);Без рецепта
2;DV/X 03249/07/17;30.09.2027;ВРАГГРИПП;Капли назальные;LTD Lincoln Pharmaceuticals Индия;Pvt. Ltd. Isshaan Healthcare Индия;"Средство для устранения симптомов ОРЗ и ""простуды""";Назальное;R01AA07;Ксилометазолин;Без рецепта
3;DV/M 00558/12/15;29.12.2025;АВИРОЛ C® НИКА;Капсулы;ООО Nika Pharm Узбекистан;ООО Nika Pharm Узбекистан;"Средство для устранения симптомов ОРЗ и ""простуды""";Внутрь;N02BE51;Парацетамол в комбинации со средствами (исключая психотропные препараты);Без рецепта
4;DV/X 01731/05/16;23.04.2026;КОМБИГРИПП®;Таблетки;LTD Evertogen Life Sciences Индия;ORGANOSYN LIFESCIENCES (FZE) ОАЭ;"Средство для устранения симптомов ОРЗ и ""простуды""";Внутрь;N02BE71;Парацетамол в комбинации с психотропными средствами;Без рецепта
5;DV/M 01785/09/17;Бессрочно;АНТИГРИППИН;Таблетки;ООО Lafz Узбекистан;ООО Lafz Узбекистан;"Средство для устранения симптомов ОРЗ и ""простуды""";Внутрь;N02BE51;Парацетамол в комбинации со средствами (исключая психотропные препараты);Без рецепта
6;DV/X 03974/02/18;14.07.2028;ГРИППОМИКС;Порошок для приготовления раствора для приема внутрь;СООО Лекфарм, Республика Беларусь;СООО Лекфарм, Республика Беларусь;"Средство для устранения симптомов ОРЗ и ""простуды""";Внутрь;N02BE51;Парацетамол в комбинации со средствами (исключая психотропные препараты);Без рецепта
7;DV/X 03993/02/18;19.07.2029;ЗУПА;Гранулы для приготовления раствора для приема внутрь;Xinjiang Uygur Pharmaceutical Co.ltd Китай;Xinjiang Uygur Pharmaceutical Co.ltd Китай;"ОРЗ и ""простуды"" симптомов средство устранения";Внутрь;;;Без рецепта
8;DV/X 00964/10/15;21.01.2026;ФЛЮКОЛД® ФОРТЕ+Vit C;Таблетки покрытые пленочной оболочкой;Pvt. Ltd. Nabros Pharma Индия;LTD Nabros Pharma Индия;"Средство для устранения симптомов ОРЗ и ""простуды""";Внутрь;N02BE51;Парацетамол в комбинации со средствами (исключая психотропные препараты);Без рецепта
9;DV/M 01677/07/17;19.07.2027;АВИРОЛ С®;Капсулы;ДХО Nika Pharm Узбекистан;ДХО Nika Pharm Узбекистан;"Средство для устранения симптомов ОРЗ и ""простуды""";Внутрь;N02BE51;Парацетамол в комбинации со средствами (исключая психотропные препараты);Без рецепта
10;DV/X 03365/07/17;28.10.2027;КРЭК-ФЛЮ;Таблетки;Hiral Labs LTD Индия;Pvt. Ltd. Iora Lifecare Индия;"Средство для устранения симптомов ОРЗ и ""простуды""";Внутрь;N02BE51;Парацетамол в комбинации со средствами (исключая психотропные препараты);Без рецепта
11;DV/X 02751/03/17;29.03.2027;ГРИПОФФ;Порошок гранулированный для приготовления раствора для приема внутрь;World Medicine Ilac San. ve Tic.1 A.S. Турция;World Medicine Ilac San. ve Tic.1 A.S. Турция;Средство для устранения симптомов ОРЗ;Внутрь;;;Без рецепта
12;DV/X 02104/09/16;23.12.2026;ДОКТОР МОМ®;Мазь;Unique Pharmaceutical Laboratories (A.Division of J.B. Chemicals & Pharmaceuticals Limited) LTD Индия;ООО Johnson & Jonson Российская Федерация;"Средство для устранения симптомов ОРЗ и ""простуды""";Накожное введение (наружное);R05CA10;Отхаркивающие препараты в комбинации;Без рецепта
13;DV/X 03541/09/17;30.09.2027;Звездочка Флю;Порошок для приготовления раствора для приема внутрь;Danapha Pharmaceutical JSC Вьетнам;Danhson-BG OOD Болгария;"Средство для устранения симптомов ОРЗ и ""простуды""";Внутрь;N02BE51;Парацетамол в комбинации со средствами (исключая психотропные препараты);Без рецепта
14;DV/X 03671/11/17;21.12.2027;Инсти;Гранулы травяные;Pvt. Ltd. Herbion Pakistan Пакистан;Pvt. Ltd. Herbion Pakistan Пакистан;"ОРЗ и ""простуды"" симптомов средство устранения";Внутрь;R05X;;Без рецепта
15;DV/X 03873/12/17;30.11.2027;АЛИГРИПП;Таблетки;Hiral Labs LTD Индия;Alisha & Isha Pharmaceuticals Индия;"Средство для устранения симптомов ОРЗ и ""простуды""";Внутрь;N02BE51;Парацетамол в комбинации со средствами (исключая психотропные препараты);Без рецепта
16;DV/X 02039/08/16;04.03.2027;ВРАГГРИПП ЗИНГ;Таблетки шипучие;Pvt. Ltd. Isshaan Healthcare Индия;Pvt. Ltd. Isshaan Healthcare Индия;"Средство для устранения симптомов ОРЗ и ""простуды""";Внутрь;N02BE51;Парацетамол в комбинации со средствами (исключая психотропные препараты);Без рецепта
17;DV/X 01448/03/16;21.01.2026;ЗУКАМУ;Гранулы для приготовления раствора для приема внутрь;Xinjiang Uygur Pharmaceutical Co.ltd Китай;Xinjiang Uygur Pharmaceutical Co.ltd Китай;"ОРЗ и ""простуды"" симптомов средство устранения";Внутрь;N07XX;Прочие препараты для лечения заболеваний нервной системы;Без рецепта
18;DV/M 02960/01/20;16.06.2030;Ин-Грипп;Таблетки;СП ООО NOVA PHARM Узбекистан;СП ООО NOVA PHARM1 Узбекистан;Средство для устранения симптомов ОРЗ;Внутрь;N02BE71;Парацетамол в комбинации с психотропными средствами;Без рецепта
19;DV/M 02511/04/19;Бессрочно;РОМИДОН;Таблетки;ИП ООО Well Med Pharm Узбекистан;ИП ООО Well Med Pharm Узбекистан;"Средство для устранения симптомов ОРЗ и ""простуды""";Внутрь;N02BE71;Парацетамол в комбинации с психотропными средствами;Без рецепта
20;DV/M 01926/12/17;08.06.2028;ЛОРИНГОСЕПТ;Таблетки;ООО Radiks Узбекистан;ООО Radiks Узбекистан;"Средство для устранения симптомов ОРЗ и ""простуды""";Внутрь;R02AA;Антисептики;Без рецепта
21;DV/X 03554/09/17;20.09.2027;ТАИКОЛД;Порошок для приготовления раствора для приема внутрь;GM Pharmaceuticals LTD Грузия;GM Pharmaceuticals LTD Грузия;"Средство для устранения симптомов ОРЗ и ""простуды""";Внутрь;N02BE51;Парацетамол в комбинации со средствами (исключая психотропные препараты);Без рецепта
22;DV/X 02285/10/16;16.06.2027;Болекс Колд и Флю;Таблетки;Syren Healthcare Индия;Syren Healthcare Индия;"Средство для устранения симптомов ОРЗ и ""простуды""";Внутрь;N02BE51;Парацетамол в комбинации со средствами (исключая психотропные препараты);Без рецепта
23;DV/X 04799/07/18;24.05.2029;ИНСТИ ДЛЯ ДЕТЕЙ;Гранулы травяные для приготовления раствора для приёма внутрь;Pvt. Ltd. Herbion Pakistan Пакистан;Pvt. Ltd. Herbion Pakistan Пакистан;"Средство для устранения симптомов ОРЗ и ""простуды""";Внутрь;R05X;;Без рецепта
24;DV/X 04798/07/18;28.06.2029;ИНСТИ БЕЗ САХАРА;Гранулы травяные для приготовления раствора для приёма внутрь;Pvt. Ltd. Herbion Pakistan Пакистан;Pvt. Ltd. Herbion Pakistan Пакистан;"Средство для устранения симптомов ОРЗ и ""простуды""";Внутрь;R05X;;Без рецепта
25;DV/X 03248/07/17;30.09.2027;ВРАГГРИПП КИД;Капли для приема внутрь;LTD Lincoln Pharmaceuticals Индия;Pvt. Ltd. Isshaan Healthcare Индия;"Средство для устранения симптомов ОРЗ и ""простуды""";Внутрь;R01AB06;Ксилометазолин в комбинации со средствами;Без рецепта
26;DV/X 01118/12/15;29.12.2025;АНТИГРИППИН;Таблетки шипучие;sp.z.o.o. Natur Product Pharma Польша;ООО Бауш Хелс Российская Федерация;"Средство для устранения симптомов ОРЗ и ""простуды""";Внутрь;N02BE51;Парацетамол в комбинации со средствами (исключая психотропные препараты);Без рецепта
27;DV/X 01877/07/16;25.05.2026;ВРАГГРИПП;Таблетки;LTD Lincoln Pharmaceuticals Индия;Pvt. Ltd. Isshaan Healthcare Индия;"Средство для устранения симптомов ОРЗ и ""простуды""";Внутрь;N02BE51;Парацетамол в комбинации со средствами (исключая психотропные препараты);Без рецепта
28;DV/X 03591/09/17;21.12.2027;ФЛЮКОЛД;Сироп;Pvt. Ltd. Nabros Pharma Индия;Pvt. Ltd. Nabros Pharma Индия;"Средство для устранения симптомов ОРЗ и ""простуды""";Внутрь;N02BE51;Парацетамол в комбинации со средствами (исключая психотропные препараты);Без рецепта
29;DV/X 02748/03/17;29.03.2027;ФЕН-ФЕН;Гранулы для приготовления раствора для приема внутрь;World Medicine Ilac San. ve Tic. A.S. Турция;World Medicine Ilac San. ve Tic. A.S. Турция;Средство для устранения симптомов ОРЗ;Внутрь;N02BE51;Парацетамол в комбинации со средствами (исключая психотропные препараты);Без рецепта
30;DV/X 03567/09/17;14.10.2027;ОЗНОБИН ХОТ;Порошок гранулированный для приготовления раствора для приема внутрь;World Medicine Ilac San. ve Tic.1 A.S. Турция;World Medicine Ilac San. ve Tic.1 A.S. Турция;"Средство для устранения симптомов ОРЗ и ""простуды""";Внутрь;N02BE51;Парацетамол в комбинации со средствами (исключая психотропные препараты);Без рецепта
31;DV/X 02004/08/16;19.03.2026;ВРАГГРИПП-П;Сироп;LTD Lincoln Pharmaceuticals Индия;Pvt. Ltd. Isshaan Healthcare Индия;"Средство для устранения симптомов ОРЗ и ""простуды""";Внутрь;M01AE51;Ибупрофен в комбинации со средствами;Без рецепта
32;DV/X 01547/04/16;19.03.2026;СТОПГРИПАН;Порошок для приготовления раствора для приема внутрь;LTD Rusan Pharma Индия;LTD Rusan Pharma Индия;"ОРЗ и ""простуды"" симптомов средство устранения";Внутрь;N02BE51;Парацетамол в комбинации со средствами (исключая психотропные препараты);Без рецепта
33;DV/M 02473/03/19;Бессрочно;РИНОМАКС® ХОТ ЭФФЕКТ;Порошок для приготовления раствора для приема внутрь;ООО Nika Pharm Узбекистан;ООО Nika Pharm Узбекистан;"Средство для устранения симптомов ОРЗ и ""простуды""";Внутрь;N02BE51;Парацетамол в комбинации со средствами (исключая психотропные препараты);Без рецепта
34;DV/M 01349/03/17;Бессрочно;ФЛУСТОП АКТИВ;Порошок для приготовления раствора;ООО Sharq Darmon Узбекистан;ООО Sharq Darmon Узбекистан;"Средство для устранения симптомов ОРЗ и ""простуды""";Внутрь;N02BE51;Парацетамол в комбинации со средствами (исключая психотропные препараты);Без рецепта
35;DV/X 01846/06/16;05.11.2026;Болекс Хотрем;Порошок для приготовления раствора для приема внутрь;LTD Acme Lifescience Индия;Syren Healthcare Индия;"Средство для устранения симптомов ОРЗ и ""простуды""";Внутрь;N02BE51;Парацетамол в комбинации со средствами (исключая психотропные препараты);Без рецепта
36;DV/X 03553/09/17;20.09.2027;ТАИ КОЛД;Порошок для приготовления раствора для приема внутрь;GM Pharmaceuticals LTD Грузия;GM Pharmaceuticals LTD Грузия;"Средство для устранения симптомов ОРЗ и ""простуды""";Внутрь;N02BE51;Парацетамол в комбинации со средствами (исключая психотропные препараты);Без рецепта
37;DV/X 01655/05/16;25.05.2026;АНТИГРИППИН;Порошок для приготовления раствора для приема внутрь;sp.z.o.o. Natur Product Pharma Польша;ООО Бауш Хелс Российская Федерация;"Средство для устранения симптомов ОРЗ и ""простуды""";Внутрь;N02BE51;Парацетамол в комбинации со средствами (исключая психотропные препараты);Без рецепта
38;DV/M 02474/03/19;Бессрочно;РИНОМАКС® ХОТ;Порошок для приготовления раствора для приема внутрь;ООО Nika Pharm Узбекистан;ООО Nika Pharm Узбекистан;"Средство для устранения симптомов ОРЗ и ""простуды""";Внутрь;N02BE51;Парацетамол в комбинации со средствами (исключая психотропные препараты);Без рецепта
39;DV/X 02103/09/16;11.10.2026;ДОКТОР МОМ®;Пастилки растительные от кашля;Unique Pharmaceutical Laboratories (A.Division of J.B. Chemicals & Pharmaceuticals Limited) LTD Индия;ООО Johnson & Jonson Российская Федерация;"Средство для устранения симптомов ОРЗ и ""простуды""";Внутрь;R05CA10;Отхаркивающие препараты в комбинации;Без рецепта
40;DV/M 03763/03/21;19.03.2026;ТЕТРАФЛЮ ХОТ;Порошок для приготовления раствора для приема внутрь;ООО SPRING PHARMACEUTIC Узбекистан;ООО SPRING PHARMACEUTIC Узбекистан;"Средство для устранения симптомов ОРЗ и ""простуды""";Внутрь;N02BE51;Парацетамол в комбинации со средствами (исключая психотропные препараты);Без рецепта
41;DV/X 08640/02/21;12.02.2026;НОВИ-ГРИП;Таблетки;LTD Maxtar Bio-Genics Индия;Pvt. Ltd. Midway Pharmaceuticals Индия;"Средство для устранения симптомов ОРЗ и ""простуды""";;N02BE51;Парацетамол в комбинации со средствами (исключая психотропные препараты);Без рецепта
42;DV/X 08635/02/21;12.02.2026;УЛЬТРАФЛЮ;Порошок для приготовления раствора для приема внутрь;Ultra Laboratories Pvt. Ltd. Индия;Ultra Laboratories Pvt. Ltd. Индия;"Средство для устранения симптомов ОРЗ и ""простуды""";Внутрь;N02BE51;Парацетамол в комбинации со средствами (исключая психотропные препараты);Без рецепта
43;DV/X 08565/02/21;02.02.2026;ФЕБРИЛ;Сироп;Vivimed Labs LTD Индия;LLP VIV Life Индия;"Средство для устранения симптомов ОРЗ и ""простуды""";Внутрь;N02BE51;Парацетамол в комбинации со средствами (исключая психотропные препараты);Без рецепта
44;DV/X 08957/05/21;25.05.2026;ДЕКСАФЛЮ™;Гранулы для приготовления раствора для приема внутрь;Pvt. Ltd. Archimedis Healthcare Индия;LLC Brand Clipper Соединенные Штаты Америки (США);"Средство для устранения симптомов ОРЗ и ""простуды""";Внутрь;N02BE51;Парацетамол в комбинации со средствами (исключая психотропные препараты);Без рецепта
45;DV/X 09041/06/21;15.06.2026;ИНОМЕД ХОТ;Порошок для приготовления раствора для приема внутрь;Halewood Laboratories Pvt. Ltd. Индия;LLP Life Pharma Systems Великобритания;"Средство для устранения симптомов ОРЗ и ""простуды""";Внутрь;N02BE51;Парацетамол в комбинации со средствами (исключая психотропные препараты);Без рецепта
46;DV/X 09148/07/21;16.07.2026;ТАЙЛОЛ ХОТ® C;Порошок для приготовления раствора для приема внутрь;A.Ş Nobel Ilac Sanayii Ve Ticaret Турция;A.Ş Nobel Ilac Sanayii Ve Ticaret Турция;"Средство для устранения симптомов ОРЗ и ""простуды""";Внутрь;R05X;;Без рецепта
47;DV/X 05874/03/19;30.09.2030;ИНСТИ МАКС;Гранулы;Pvt. Ltd. Herbion Pakistan Пакистан;Pvt. Ltd. Herbion Pakistan Пакистан;"Средство для устранения симптомов ОРЗ и ""простуды""";Внутрь;R05X;;Без рецепта
48;DV/X 09512/12/21;23.12.2026;Афлумед;Порошок для приготовления раствора для приема внутрь;ИП УП Мед-интерпласт Республика Беларусь;ИП УП Мед-интерпласт Республика Беларусь;Средство для устранения симптомов ОРЗ;Внутрь;N02BE51;Парацетамол в комбинации со средствами (исключая психотропные препараты);Без рецепта
49;DV/X 09480/11/21;30.11.2026;РОМИДОН;Порошок для приготовления раствора для приема внутрь;Coral Laboratories LTD Индия;Pvt. Ltd. Avison Pharmaceuticals Индия;"Средство для устранения симптомов ОРЗ и ""простуды""";Внутрь;N02BE71;Парацетамол в комбинации с психотропными средствами;Без рецепта
50;DV/X 09821/04/22;27.04.2027;Гриппомикс с фруктозой;Порошок для приготовления раствора для приема внутрь;СООО Лекфарм, Республика Беларусь;СООО Лекфарм, Республика Беларусь;"ОРЗ и ""простуды"" симптомов средство устранения";Внутрь;N02BE51;Парацетамол в комбинации со средствами (исключая психотропные препараты);Без рецепта
51;DV/X 09304/09/21;10.09.2026;АНВИМАКС;Набор капсул;АО Фармпроект Российская Федерация;ЗАО Сотекс Фармфирма Российская Федерация;"ОРЗ и ""простуды"" симптомов средство устранения";Внутрь;R05X;;Без рецепта
52;DV/M 04111/05/22;13.05.2027;Антигриппин;Таблетки;ЧП Ziyo Nur Farm Узбекистан;ЧП Ziyo Nur Farm Узбекистан;Средство для устранения симптомов ОРЗ;Внутрь;N02BE51;Парацетамол в комбинации со средствами (исключая психотропные препараты);Без рецепта
53;DV/M 04090/04/22;27.04.2027;Афлюколд;Порошок для приготовления раствора;ООО AS-KAM PHARMA Узбекистан;ООО AS-KAM PHARMA Узбекистан;Средство для устранения симптомов ОРЗ;Внутрь;N02BE51;Парацетамол в комбинации со средствами (исключая психотропные препараты);Без рецепта
54;DV/X 10049/08/22;16.08.2027;Свиколиф;Гранулы для приготовления раствора для приема внутрь;Limited Ind-Swift Индия;Limited Ind-Swift Индия;Средство для устранения симптомов ОРЗ;Перорально;N02BE51;Парацетамол в комбинации со средствами (исключая психотропные препараты);Без рецепта
55;DV/X 03359/07/17;28.10.2027;РЕСПИКУР;Таблетки, покрытые пленочной оболочкой;Corona Remedies Pvt. Ltd. Индия;Serene Healthcare Pvt. Ltd. Индия;"Средство для устранения симптомов ОРЗ и ""простуды""";Внутрь;N02BE51;Парацетамол в комбинации со средствами (исключая психотропные препараты);Без рецепта
56;DV/M 04260/09/22;Бессрочно;АНТИГРИППИН;Таблетки;ООО Merrymed Farm Узбекистан;ООО Merrymed Farm Узбекистан;Средство для устранения симптомов ОРЗ;Внутрь;N02BE51;Парацетамол в комбинации со средствами (исключая психотропные препараты);Без рецепта
57;DV/M 04299/10/22;Бессрочно;ВЕЛТИ®;Порошок для приготовления раствора для приема внутрь;ИП ООО Well Med Pharm Узбекистан;ИП ООО Well Med Pharm Узбекистан;"ОРЗ и ""простуды"" симптомов средство устранения";Внутрь;R05;Противокашлевые препараты и средства для лечения простудных заболеваний;Без рецепта
58;DV/M 04450/05/23;18.05.2028;ИНСТМЕР;Порошок для приготовления раствора для приема внутрь;ООО Merrymed Farm Узбекистан;ООО Merrymed Farm Узбекистан;Средство для устранения симптомов ОРЗ;Внутрь;R05X;;Без рецепта
59;DV/M 04666/07/24;Бессрочно;АНТИГРИППИН;Таблетки;ООО Samo Узбекистан;ООО Samo Узбекистан;"ОРЗ и ""простуды"" симптомов средство устранения";Перорально;N02BE01;Парацетамол;Без рецепта
60;DV/M 04625/05/24;Бессрочно;ЦИТОФЛЮ;Порошок для приготовления раствора для приема внутрь;СП ООО Remedy Group2 Узбекистан;LTD Citco Chemicals Англия;Средство для устранения симптомов ОРЗ;Перорально;N02BE51;Парацетамол в комбинации со средствами (исключая психотропные препараты);Без рецепта
61;DV/M 04669/07/24;Бессрочно;Лорингосепт-SMP;Таблетки;ООО SULTON MEDPHARM Узбекистан;SULTON MEDPHARM MCHJ;"Средство для устранения симптомов ОРЗ и ""простуды""";Внутрь;R02AA;Антисептики;Без рецепта
62;DV/X 03713/11/17;14.10.2027;ОРВИколд;Порошок для приготовления раствора для приема внутрь;СООО Лекфарм, Республика Беларусь;СООО Лекфарм, Республика Беларусь;"Средство для устранения симптомов ОРЗ и ""простуды""";Внутрь;N02BE51;Парацетамол в комбинации со средствами (исключая психотропные препараты);Без рецепта
63;DV/X 02108/09/16;04.08.2026;Антифлу® КИДС;Порошок для приготовления раствора для внутреннего применения;Contract Pharmacal Corp. Соединенные Штаты Америки (США);AG Bayer Consumer Care Швейцария;"Средство для устранения симптомов ОРЗ и ""простуды""";Внутривенное;N02BE51;Парацетамол в комбинации со средствами (исключая психотропные препараты);Без рецепта
1;DV/X 05191/10/18;16.09.2029;Алмагель®;Суспензия для приёма внутрь;AD Balkanpharma-Troyan Болгария;AD Balkanpharma-Troyan Болгария;Антацидное средство;Внутрь;A02AX;Антациды в комбинации с другими средствами;Без рецепта
2;DV/X 06258/05/19;15.02.2030;АЛМАГЕЛЬ® А;Суспензия для приёма внутрь;AD Balkanpharma-Troyan Болгария;AD Balkanpharma-Troyan Болгария;Антацидное средство;Внутрь;A02AX;Антациды в комбинации с другими средствами;Без рецепта
3;DV/X 01409/02/16;19.03.2026;МААЛОКС®;Таблетки жевательные;S.p.A Sanofi Aventis Италия;S.p.A Sanofi Aventis Италия;Антацидное средство;Внутрь;A02AX;Антациды в комбинации с другими средствами;Без рецепта
4;DV/X 00055/02/15;15.10.2030;ТАБЛЕТКИ ПЕЧАЕВСКИЕ ОТ ИЗЖОГИ;Таблетки жевательные;ЧАО Технолог Украина;ЧАО Технолог Украина;Препараты для лечения кислотозависимых заболеваний.  Антациды в комбинациях с другими препаратами;Внутрь;A02AX;Антациды в комбинации с другими средствами;Без рецепта
5;DV/X 06163/05/19;15.02.2030;АЛМАГЕЛЬ® НЕО;Суспензия для приёма внутрь;AD Balkanpharma-Troyan Болгария;AD Balkanpharma-Troyan Болгария;Антацидное средство;Внутрь;A02AF02;Простое сочетание солей в комбинации с ветрогонными средствами;Без рецепта
6;DV/X 10389/05/23;05.05.2028;РЕФКОН АДВАНС;Суспензия для внутреннего применения;Vefa Ilaç Sanayi ve Ticaret A. Ş. Турция;Vefa Ilaç Sanayi ve Ticaret A. Ş. Турция;Антацидное средство;Внутрь;A02BX;Другие препараты для лечения язвенной болезни желудка и двенадцатиперстной кишки и ГЭРБ;Без рецепта
